danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.7170000000000001,0.583,1,-5.008,1,0.146,0.506,0.0,0.0821,0.816,139.76,audio_features,6OSmeoh8kXhCfz9WqvzDoJ,spotify:track:6OSmeoh8kXhCfz9WqvzDoJ,https://api.spotify.com/v1/tracks/6OSmeoh8kXhCfz9WqvzDoJ,https://api.spotify.com/v1/audio-analysis/6OSmeoh8kXhCfz9WqvzDoJ,252933,4,RnB,Same Girl (with Usher),,
0.8190000000000001,0.506,1,-4.965,1,0.0479,0.376,0.0,0.0945,0.608,199.942,audio_features,74r0nwfhQyQ5vPYjDoEuve,spotify:track:74r0nwfhQyQ5vPYjDoEuve,https://api.spotify.com/v1/tracks/74r0nwfhQyQ5vPYjDoEuve,https://api.spotify.com/v1/audio-analysis/74r0nwfhQyQ5vPYjDoEuve,287947,4,RnB,Me & U (feat. Diddy & Yung Joc) - Remix,,
0.662,0.748,5,-3.0410000000000004,0,0.268,0.688,8.43e-06,0.0841,0.535,164.662,audio_features,6Nq5lE0CeOAAAqN4qhkbZU,spotify:track:6Nq5lE0CeOAAAqN4qhkbZU,https://api.spotify.com/v1/tracks/6Nq5lE0CeOAAAqN4qhkbZU,https://api.spotify.com/v1/audio-analysis/6Nq5lE0CeOAAAqN4qhkbZU,239027,4,RnB,Suga Suga,,
0.727,0.552,2,-8.074,0,0.14,0.2269999999999999,0.000164,0.198,0.607,168.18900000000002,audio_features,0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/audio-analysis/0ARK753YaiJbpLUk7z5yIM,289160,4,RnB,Dilemma,,
0.675,0.3939999999999999,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,209.974,audio_features,5kxddRG1RZaZROadk7iC4D,spotify:track:5kxddRG1RZaZROadk7iC4D,https://api.spotify.com/v1/tracks/5kxddRG1RZaZROadk7iC4D,https://api.spotify.com/v1/audio-analysis/5kxddRG1RZaZROadk7iC4D,238800,4,RnB,Bartender,,
0.659,0.696,3,-4.291,1,0.071,0.143,0.0,0.13,0.665,172.002,audio_features,1j3H54xdahpAkNI0q6S89q,spotify:track:1j3H54xdahpAkNI0q6S89q,https://api.spotify.com/v1/tracks/1j3H54xdahpAkNI0q6S89q,https://api.spotify.com/v1/audio-analysis/1j3H54xdahpAkNI0q6S89q,252160,4,RnB,With You,,
0.772,0.5870000000000001,6,-6.944,1,0.187,0.0697,0.0,0.252,0.755,168.05,audio_features,1cb7x6ypOTkoY9naUUddYQ,spotify:track:1cb7x6ypOTkoY9naUUddYQ,https://api.spotify.com/v1/tracks/1cb7x6ypOTkoY9naUUddYQ,https://api.spotify.com/v1/audio-analysis/1cb7x6ypOTkoY9naUUddYQ,238467,4,RnB,Outta My System,,
0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.6759999999999999,172.824,audio_features,68vgtRHr7iZHpzGpon6Jlo,spotify:track:68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo,223440,4,RnB,My Boo,,
0.37,0.89,1,-4.974,1,0.264,0.00701,0.0,0.0909,0.65,159.899,audio_features,1yxzhTyNAK8gxDj7mP6d2P,spotify:track:1yxzhTyNAK8gxDj7mP6d2P,https://api.spotify.com/v1/tracks/1yxzhTyNAK8gxDj7mP6d2P,https://api.spotify.com/v1/audio-analysis/1yxzhTyNAK8gxDj7mP6d2P,138000,4,Trap Metal,May Your Glass Be Ever Full,,
0.491,0.789,0,-10.253,1,0.214,0.0163,0.418,0.937,0.316,140.118,audio_features,1K6iTx7xSGSHROUzGcbh7u,spotify:track:1K6iTx7xSGSHROUzGcbh7u,https://api.spotify.com/v1/tracks/1K6iTx7xSGSHROUzGcbh7u,https://api.spotify.com/v1/audio-analysis/1K6iTx7xSGSHROUzGcbh7u,137141,4,Trap Metal,I Gave You Everything I Had,,
0.74,0.773,0,-6.5920000000000005,1,0.166,0.0745,0.0,0.0884,0.255,109.837,audio_features,2dBVZV4HF0OYsY9Tf2kwn9,spotify:track:2dBVZV4HF0OYsY9Tf2kwn9,https://api.spotify.com/v1/tracks/2dBVZV4HF0OYsY9Tf2kwn9,https://api.spotify.com/v1/audio-analysis/2dBVZV4HF0OYsY9Tf2kwn9,199134,3,Trap Metal,Alpha,,
0.8690000000000001,0.605,10,-9.336,0,0.89,0.547,0.000124,0.0821,0.245,149.993,audio_features,56CWTdnnlgXQbc7d3olFUR,spotify:track:56CWTdnnlgXQbc7d3olFUR,https://api.spotify.com/v1/tracks/56CWTdnnlgXQbc7d3olFUR,https://api.spotify.com/v1/audio-analysis/56CWTdnnlgXQbc7d3olFUR,115350,4,Trap Metal,Neverlakk,,
0.634,0.913,1,-7.957999999999999,1,0.119,0.312,0.0,0.3979999999999999,0.5670000000000001,189.996,audio_features,0dbuj25kgMb8eDcqtc1raF,spotify:track:0dbuj25kgMb8eDcqtc1raF,https://api.spotify.com/v1/tracks/0dbuj25kgMb8eDcqtc1raF,https://api.spotify.com/v1/audio-analysis/0dbuj25kgMb8eDcqtc1raF,152607,4,Trap Metal,Role Model,,
0.898,0.5820000000000001,1,-9.476,1,0.0757,0.00344,0.000541,0.367,0.248,135.10299999999998,audio_features,2f9v47gjI9eVTETL4F69pU,spotify:track:2f9v47gjI9eVTETL4F69pU,https://api.spotify.com/v1/tracks/2f9v47gjI9eVTETL4F69pU,https://api.spotify.com/v1/audio-analysis/2f9v47gjI9eVTETL4F69pU,149159,4,Trap Metal,Big Bad Wolf,,
